Time,AggregateInterferenceDbm,IOverNDb,DominantSatelliteIndex,VisibleSatelliteCount,EligibleCandidateCount,CandidateSatelliteCount,EffectiveContributorCount,PracticalSelectedIOverNDb
01-Aug-2026 01:00:02,-136.137235397303,-28.7041456639683,0,25,25,25,15,-28.7041456639683
01-Aug-2026 01:00:04,-135.896906798349,-28.463817065014,0,25,25,25,16,-28.463817065014
01-Aug-2026 01:00:06,-135.140924901937,-27.7078351686022,0,25,25,25,14,-27.7078351686022
01-Aug-2026 01:00:08,-136.131736279477,-28.6986465461414,0,25,25,25,13,-28.6986465461414
01-Aug-2026 01:00:10,-135.728999343775,-28.2959096104399,0,25,25,25,11,-28.2959096104399
01-Aug-2026 01:00:12,-148.760892168771,-41.3278024354355,0,25,25,25,11,-41.3278024354355
01-Aug-2026 01:00:14,-148.725986411575,-41.29289667824,0,25,25,25,11,-41.29289667824
01-Aug-2026 01:00:16,-149.193639305376,-41.7605495720409,0,25,25,25,11,-41.7605495720409
01-Aug-2026 01:00:18,-138.333264898926,-30.9001751655912,0,25,25,25,11,-30.9001751655912
01-Aug-2026 01:00:20,-137.859672024026,-30.4265822906909,0,25,25,25,9,-30.4265822906909
01-Aug-2026 01:00:22,-137.121594358216,-29.6885046248804,0,24,24,24,10,-29.6885046248804
01-Aug-2026 01:00:24,-137.263677761047,-29.8305880277117,0,24,24,24,11,-29.8305880277117
01-Aug-2026 01:00:26,-136.59389381197,-29.1608040786345,0,24,24,24,12,-29.1608040786345
01-Aug-2026 01:00:28,-136.838466493083,-29.4053767597483,0,24,24,24,13,-29.4053767597483
01-Aug-2026 01:00:30,-136.378486229165,-28.94539649583,0,24,24,24,13,-28.94539649583
01-Aug-2026 01:00:32,-136.248456312691,-28.8153665793563,0,24,24,24,13,-28.8153665793563
01-Aug-2026 01:00:34,-135.334764348588,-27.9016746152523,0,24,24,24,13,-27.9016746152523
01-Aug-2026 01:00:36,-135.37855793615,-27.9454682028145,0,25,25,25,15,-27.9454682028145
01-Aug-2026 01:00:38,-130.423945587056,-22.9908558537206,0,25,25,25,15,-22.9908558537206
01-Aug-2026 01:00:40,-130.780033556963,-23.3469438236281,0,25,25,25,15,-23.3469438236281
01-Aug-2026 01:00:42,-131.050210020119,-23.6171202867833,0,25,25,25,14,-23.6171202867833
01-Aug-2026 01:00:44,-131.812152836815,-24.3790631034799,0,25,25,25,12,-24.3790631034799
01-Aug-2026 01:00:46,-148.847869933643,-41.4147802003083,0,24,24,24,11,-41.4147802003083
01-Aug-2026 01:00:48,-124.515833907212,-17.0827441738767,0,23,23,23,12,-17.0827441738767
01-Aug-2026 01:00:50,-125.439575764006,-18.0064860306711,0,23,23,23,12,-18.0064860306711
01-Aug-2026 01:00:52,-125.510962379188,-18.0778726458526,0,22,22,22,11,-18.0778726458526
01-Aug-2026 01:00:54,-126.395110327347,-18.9620205940121,0,22,22,22,11,-18.9620205940121
01-Aug-2026 01:00:56,-127.797065320763,-20.3639755874278,0,22,22,22,11,-20.3639755874278
01-Aug-2026 01:00:58,-128.332179106514,-20.8990893731788,0,22,22,22,12,-20.8990893731788
01-Aug-2026 01:01:00,-128.969125864369,-21.5360361310339,0,23,23,23,11,-21.5360361310339
01-Aug-2026 01:01:02,-129.404338004627,-21.971248271292,0,23,23,23,11,-21.971248271292
01-Aug-2026 01:01:04,-129.767646499841,-22.334556766506,0,23,23,23,10,-22.334556766506
01-Aug-2026 01:01:06,-130.005516823434,-22.5724270900986,0,23,23,23,9,-22.5724270900986
01-Aug-2026 01:01:08,-130.999928245035,-23.5668385116999,0,24,24,24,9,-23.5668385116999
01-Aug-2026 01:01:10,-131.732825447073,-24.299735713738,0,24,24,24,10,-24.299735713738
01-Aug-2026 01:01:12,-132.265342501136,-24.8322527678008,0,23,23,23,10,-24.8322527678008
01-Aug-2026 01:01:14,-133.509025769549,-26.0759360362139,0,23,23,23,10,-26.0759360362139
01-Aug-2026 01:01:16,-144.413653258696,-36.9805635253606,0,23,23,23,10,-36.9805635253606
01-Aug-2026 01:01:18,-133.670557887384,-26.2374681540485,0,23,23,23,10,-26.2374681540485
