OuterAngleDeg,InnerAngleDeg,WorstExceedancePercent,RobustExceedancePercent,MedianExceedancePercent,MaximumIOverNDb,P95IOverNDb,PracticalPercentileIOverNDb,RobustAvailabilityPercent,RetaskDutyPercent,ShutdownDutyPercent,Feasible,PracticalFeasible,Score,SearchStage
0,0,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0,0,0,0,0,coarse
0.5,0,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.00238237045860631,0,0,0,0.5,coarse
0.5,0.5,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0,0.00238237045860631,0,0,1,coarse
1,0,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.0190589636688505,0,0,0,1,coarse
1,0.5,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.0166765932102442,0.00238237045860631,0,0,1.5,coarse
1,1,1.24965287420161,1.24965287420161,0.944182171618995,11.121129410857,-16.5190433239054,8.47236962421935,98.7503471257984,0,0.0190589636688505,0,0,2,coarse
2,0,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.0301799187463726,0,0,0,2,coarse
2,0.5,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.0301799187463726,0.00238237045860631,0,0,2.5,coarse
2,1,1.24965287420161,1.24965287420161,0.944182171618995,11.121129410857,-16.5190433239054,8.47236962421935,98.7503471257984,0.0278583865351132,0.0190589636688505,0,0,3,coarse
2,2,1.13857261871702,1.13857261871702,0.944182171618995,11.121129410857,-16.5385746859598,8.47236962421935,98.861427381283,0,0.0301799187463726,0,0,4,coarse
3,0,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.127684271619269,0,0,0,3,coarse
3,0.5,1.24965287420161,1.24965287420161,0.999722299361288,11.121129410857,-16.1789613817417,8.47236962421935,98.7503471257984,0.127684271619269,0.00238237045860631,0,0,3.5,coarse
3,1,1.24965287420161,1.24965287420161,0.944182171618995,11.121129410857,-16.5190433239054,8.47236962421935,98.7503471257984,0.125362739408009,0.0190589636688505,0,0,4,coarse
