OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
45,5,0.0833101916134407,99.9166898083866,-6.41944589432797,1.46947409048714,24.3505513639002,0.254913639070875,1
