Time,AggregateInterferenceDbm,IOverNDb,DominantSatelliteIndex,VisibleSatelliteCount,EligibleCandidateCount,CandidateSatelliteCount,EffectiveContributorCount,PracticalSelectedIOverNDb
01-Aug-2026 00:00:00,-144.531647931227,-37.0985581978913,0,26,26,26,13,-37.0985581978913
01-Aug-2026 00:00:02,-143.379033938205,-35.9459442048702,0,25,25,25,13,-35.9459442048702
01-Aug-2026 00:00:04,-143.724835844597,-36.2917461112619,0,25,25,25,14,-36.2917461112619
01-Aug-2026 00:00:06,-143.659351369787,-36.226261636452,0,25,25,25,14,-36.226261636452
01-Aug-2026 00:00:08,-143.670600914496,-36.2375111811612,0,26,26,26,12,-36.2375111811612
01-Aug-2026 00:00:10,-143.049904260422,-35.6168145270871,0,26,26,26,12,-35.6168145270871
01-Aug-2026 00:00:12,-142.723455720884,-35.290365987549,0,26,26,26,13,-35.290365987549
01-Aug-2026 00:00:14,-142.399677846704,-34.9665881133691,0,26,26,26,14,-34.9665881133691
01-Aug-2026 00:00:16,-142.50239839652,-35.0693086631849,0,26,26,26,15,-35.0693086631849
01-Aug-2026 00:00:18,-142.564932577114,-35.1318428437784,0,26,26,26,15,-35.1318428437784
01-Aug-2026 00:00:20,-142.81016115052,-35.3770714171851,0,26,26,26,13,-35.3770714171851
01-Aug-2026 00:00:22,-141.131508758622,-33.6984190252868,0,26,26,26,13,-33.6984190252868
01-Aug-2026 00:00:24,-143.615070215558,-36.1819804822229,0,26,26,26,13,-36.1819804822229
01-Aug-2026 00:00:26,-143.453703343234,-36.0206136098988,0,25,25,25,13,-36.0206136098988
01-Aug-2026 00:00:28,-143.248407520763,-35.8153177874281,0,25,25,25,13,-35.8153177874281
01-Aug-2026 00:00:30,-143.201828408552,-35.7687386752172,0,25,25,25,13,-35.7687386752172
01-Aug-2026 00:00:32,-142.720555235891,-35.2874655025555,0,25,25,25,12,-35.2874655025555
01-Aug-2026 00:00:34,-142.44595381931,-35.0128640859747,0,25,25,25,12,-35.0128640859747
01-Aug-2026 00:00:36,-142.663819842458,-35.2307301091233,0,25,25,25,11,-35.2307301091233
01-Aug-2026 00:00:38,-142.318099072332,-34.8850093389963,0,24,24,24,12,-34.8850093389963
01-Aug-2026 00:00:40,-142.259943497205,-34.8268537638697,0,24,24,24,13,-34.8268537638697
01-Aug-2026 00:00:42,-146.78153538423,-39.3484456508944,0,24,24,24,13,-39.3484456508944
01-Aug-2026 00:00:44,-146.615419760418,-39.1823300270831,0,24,24,24,11,-39.1823300270831
01-Aug-2026 00:00:46,-146.722958841947,-39.2898691086123,0,24,24,24,10,-39.2898691086123
01-Aug-2026 00:00:48,-141.647597379538,-34.2145076462024,0,24,24,24,10,-34.2145076462024
01-Aug-2026 00:00:50,-141.721446475209,-34.2883567418743,0,23,23,23,12,-34.2883567418743
01-Aug-2026 00:00:52,-142.212736520949,-34.7796467876134,0,23,23,23,11,-34.7796467876134
01-Aug-2026 00:00:54,-142.167623078393,-34.7345333450574,0,24,24,24,14,-34.7345333450574
01-Aug-2026 00:00:56,-141.912298114996,-34.4792083816607,0,23,23,23,14,-34.4792083816607
01-Aug-2026 00:00:58,-137.480180249843,-30.0470905165083,0,23,23,23,14,-30.0470905165083
01-Aug-2026 00:01:00,-148.330753132711,-40.8976633993762,0,23,23,23,12,-40.8976633993762
01-Aug-2026 00:01:02,-147.698463242007,-40.2653735086715,0,23,23,23,12,-40.2653735086715
01-Aug-2026 00:01:04,-147.787813233591,-40.354723500256,0,23,23,23,12,-40.354723500256
01-Aug-2026 00:01:06,-147.51730591314,-40.0842161798044,0,23,23,23,12,-40.0842161798044
01-Aug-2026 00:01:08,-147.063142978904,-39.6300532455684,0,23,23,23,11,-39.6300532455684
01-Aug-2026 00:01:10,-147.019043283993,-39.5859535506581,0,23,23,23,10,-39.5859535506581
01-Aug-2026 00:01:12,-146.827884152117,-39.3947944187817,0,23,23,23,11,-39.3947944187817
01-Aug-2026 00:01:14,-154.539844092872,-47.1067543595363,0,23,23,23,9,-47.1067543595363
01-Aug-2026 00:01:16,-168.038595855585,-60.6055061222495,0,23,23,23,9,-60.6055061222495
01-Aug-2026 00:01:18,-166.829294332526,-59.3962045991912,0,23,23,23,9,-59.3962045991912
