ModelVersion,SiteId,Site,Satellite,LatitudeDeg,LongitudeDeg,BoresightLongitudeDeg,BoresightElevationDeg,ReceiverDiameterM,ReceiverNoiseTemperatureK,FarAngleReceiveGainDbi,GeographicZaRadiusKm,OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible,StrictOuterAngleDeg,StrictInnerAngleDeg,StrictWorstExceedancePercent,StrictMaximumIOverNDb,StrictFeasible
1.0.0,suitland_md_goes_backup,"Suitland, MD",GOES Backup,38.8522,-76.9367,-104.7,36.7515098758381,4.5,120,-27,50,34.5,20.5,0.0555401277422938,99.9444598722577,-11.6978110234684,1.0402611673712,7.89023456845707,2.39234449760766,1,39.5,20.5,0,-8.81751086558505,1
