OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
27.5,4,0.0833101916134407,99.9166898083866,-6.52554356795619,1.48005631434711,4.79491752117699,0.151446654611212,1
