Time,AggregateInterferenceDbm,IOverNDb,DominantSatelliteIndex,VisibleSatelliteCount,EligibleCandidateCount,CandidateSatelliteCount,EffectiveContributorCount,PracticalSelectedIOverNDb
01-Aug-2026 01:40:12,-154.247148684973,-46.814058951638,0,24,24,24,11,-46.814058951638
01-Aug-2026 01:40:14,-154.157531776361,-46.7244420430261,0,24,24,24,12,-46.7244420430261
01-Aug-2026 01:40:16,-153.882739911801,-46.4496501784657,0,24,24,24,15,-46.4496501784657
01-Aug-2026 01:40:18,-152.130695411005,-44.6976056776696,0,24,24,24,15,-44.6976056776696
01-Aug-2026 01:40:20,-151.338203135071,-43.9051134017354,0,24,24,24,14,-43.9051134017354
01-Aug-2026 01:40:22,-150.278054951549,-42.8449652182142,0,24,24,24,15,-42.8449652182142
01-Aug-2026 01:40:24,-148.173467592628,-40.7403778592931,0,24,24,24,14,-40.7403778592931
01-Aug-2026 01:40:26,-145.460649702691,-38.0275599693558,0,24,24,24,15,-38.0275599693558
01-Aug-2026 01:40:28,-140.985612345403,-33.5525226120675,0,25,25,25,16,-33.5525226120675
01-Aug-2026 01:40:30,-139.075122716313,-31.6420329829778,0,25,25,25,16,-31.6420329829778
01-Aug-2026 01:40:32,-137.666083965297,-30.2329942319616,0,25,25,25,13,-30.2329942319616
01-Aug-2026 01:40:34,-136.476976309187,-29.0438865758522,0,25,25,25,13,-29.0438865758522
01-Aug-2026 01:40:36,-136.421745927754,-28.9886561944192,0,25,25,25,12,-28.9886561944192
01-Aug-2026 01:40:38,-143.984903312007,-36.5518135786721,0,26,26,26,13,-36.5518135786721
01-Aug-2026 01:40:40,-143.636397589022,-36.2033078556868,0,26,26,26,13,-36.2033078556868
01-Aug-2026 01:40:42,-143.204029284133,-35.7709395507977,0,26,26,26,11,-35.7709395507977
01-Aug-2026 01:40:44,-143.342823411993,-35.9097336786579,0,24,24,24,12,-35.9097336786579
01-Aug-2026 01:40:46,-149.715693322671,-42.2826035893354,0,25,25,25,11,-42.2826035893354
01-Aug-2026 01:40:48,-149.580380914601,-42.1472911812659,0,25,25,25,11,-42.1472911812659
01-Aug-2026 01:40:50,-165.51302676637,-58.0799370330352,0,25,25,25,10,-58.0799370330352
01-Aug-2026 01:40:52,-165.27904556907,-57.8459558357345,0,25,25,25,11,-57.8459558357345
01-Aug-2026 01:40:54,-165.430241846919,-57.9971521135843,0,25,25,25,11,-57.9971521135843
01-Aug-2026 01:40:56,-165.405919387512,-57.972829654177,0,25,25,25,10,-57.972829654177
01-Aug-2026 01:40:58,-165.885145401653,-58.4520556683181,0,25,25,25,10,-58.4520556683181
01-Aug-2026 01:41:00,-165.998374018077,-58.5652842847414,0,25,25,25,11,-58.5652842847414
01-Aug-2026 01:41:02,-141.442391284879,-34.0093015515439,0,24,24,24,12,-34.0093015515439
01-Aug-2026 01:41:04,-141.997354084233,-34.5642643508974,0,24,24,24,12,-34.5642643508974
01-Aug-2026 01:41:06,-142.193082863748,-34.759993130413,0,24,24,24,10,-34.759993130413
01-Aug-2026 01:41:08,-142.122376474908,-34.6892867415731,0,24,24,24,10,-34.6892867415731
01-Aug-2026 01:41:10,-142.358038700266,-34.9249489669307,0,24,24,24,10,-34.9249489669307
01-Aug-2026 01:41:12,-143.386381516509,-35.9532917831735,0,24,24,24,10,-35.9532917831735
01-Aug-2026 01:41:14,-143.696844966962,-36.2637552336271,0,24,24,24,10,-36.2637552336271
01-Aug-2026 01:41:16,-143.212739283724,-35.7796495503891,0,24,24,24,11,-35.7796495503891
01-Aug-2026 01:41:18,-144.835263852293,-37.402174118958,0,24,24,24,11,-37.402174118958
01-Aug-2026 01:41:20,-134.933243585116,-27.500153851781,0,24,24,24,11,-27.500153851781
01-Aug-2026 01:41:22,-132.187941873326,-24.7548521399906,0,24,24,24,10,-24.7548521399906
01-Aug-2026 01:41:24,-128.754512915816,-21.3214231824813,0,25,25,25,10,-21.3214231824813
