ModelVersion,SiteId,Site,Satellite,LatitudeDeg,LongitudeDeg,BoresightLongitudeDeg,BoresightElevationDeg,ReceiverDiameterM,ReceiverNoiseTemperatureK,FarAngleReceiveGainDbi,GeographicZaRadiusKm,OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible,StrictOuterAngleDeg,StrictInnerAngleDeg,StrictWorstExceedancePercent,StrictMaximumIOverNDb,StrictFeasible
1.0.0,fairmont_wv_goes_backup,"Fairmont, WV",GOES Backup,39.4336,-80.1928,-104.7,37.9633158138749,4.5,120,-27,30,27.5,4,0.0833101916134407,99.9166898083866,-6.52554356795619,1.48005631434711,4.79491752117699,0.151446654611212,1,33,6,0,-8.56769812716901,1
