OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
41,2,0.0833101916134407,99.9166898083866,-8.94787851181632,-0.726392773896762,22.4627116743299,0.232215424463002,1
