ElevationDeg,GaseousLossDb,CloudLossDb,RainLossDb,ScintillationLossDb,TotalAtmosphericLossDb
40,0.0537251279751065,0.00371897215060774,2.89731389099031e-05,0.0333515998119179,0.0872866580937936
41,0.0526383222624954,0.00364374105613375,2.82489665091562e-05,0.032512584876542,0.0853576084111989
42,0.0516100239072033,0.0035725599702996,2.75663076081756e-05,0.0317222495932422,0.0835359072696545
43,0.0506362604567809,0.0035051539111632,2.69221513660838e-05,0.0309770303627395,0.0818140084736852
44,0.0497134246988254,0.00344127317950609,2.63137772843504e-05,0.0302737071400736,0.0801850755124234
45,0.0488382342102182,0.00338069055874221,2.57387215712323e-05,0.029609363836886,0.0786429014163266
46,0.0480076961888725,0.00332319888049368,2.51947480675636e-05,0.0289813540616355,0.0771818392463414
47,0.0472190767815441,0.00326860890139411,2.46798230326052e-05,0.0283872713812043,0.0757967416107875
48,0.0464698742523541,0.00321674744575433,2.41920932088467e-05,0.0278249234266731,0.0744829078759272
49,0.0457577954436839,0.00316745577613356,2.3729866682215e-05,0.0272923092792444,0.0732360379566403
50,0.045080735068864,0.00312058815993353,2.3291596133707e-05,0.0267875996646943,0.0720521917539698
51,0.0444367574483422,0.00307601060513561,2.28758641436386e-05,0.0263091195604951,0.0709277534544933
52,0.043824080360783,0.00303359974243829,2.2481370263316e-05,0.0258553328821213,0.0698594000287401
53,0.0432410607301661,0.00299324183448642,2.21069196132207e-05,0.0254248289666151,0.068844073367168
54,0.0426861819113,0.00295483189574637,2.17514128035197e-05,0.0250163106142771,0.0678789555764352
55,0.0421580423707504,0.00291827290897488,2.14138370032769e-05,0.0246285834849884,0.066961447029013
56,0.0416553455892126,0.00288347512623892,2.10932580102719e-05,0.0242605466754661,0.0660891468180687
57,0.0411768910358011,0.0028503554441361,2.07888131947323e-05,0.0239111843287455,0.0652598353190412
58,0.0407215660853889,0.00281883684429499,2.04997052082852e-05,0.0235795581482161,0.0644714586010709
59,0.0402883387676305,0.00278884789144648,2.02251963646182e-05,0.023264800706299,0.0637221144667465
60,0.0398762512511907,0.00276032228238766,1.99646036111942e-05,0.0229661094528936,0.0630100399285938
61,0.039484413979387,0.00273319844003808,1.97172940222736e-05,0.0226827413414951,0.0623335999562224
62,0.039112000384308,0.00270741914753926,1.94826807527897e-05,0.022414008001776,0.0616912773498093
63,0.0387582421157685,0.00268293121799249,1.92602194005509e-05,0.0221592713967148,0.0610816636142213
64,0.0384224247294662,0.00265968519598345,1.90494047310363e-05,0.0219179399103286,0.0605034507240581
65,0.0381038837855926,0.00263763508751943,1.88497677248785e-05,0.0216894648189053,0.0599554236836564
66,0.0378020013151141,0.00261673811541754,1.86608729131432e-05,0.0214733371045222,0.0594364537979514
67,0.0375162026160967,0.00259695449753918,1.84823159698463e-05,0.0212690845747287,0.0589454925803587
68,0.0372459533469309,0.00257824724557664,1.83137215348886e-05,0.0210762692566703,0.0584815662327318
69,0.0369907568872168,0.00256058198236777,1.81547412438385e-05,0.0208944850377523,0.0580437706401823
70,0.0367501519404716,0.00254392677595006,1.80050519438129e-05,0.0207233555282655,0.057631266830287
71,0.0365237103558043,0.00252825198877212,1.78643540771646e-05,0.0205625321242912,0.0572432768520859
72,0.0363110351483095,0.00251353014066104,1.7732370216833e-05,0.0204116922517353,0.0568790800354282
73,0.0361117587002328,0.00249973578430301,1.76088437390945e-05,0.0202705377745597,0.0565380095957394
74,0.0359255411269795,0.00248684539213487,1.74935376210982e-05,0.0201387935522271,0.0562194495532614
75,0.0357520687938282,0.00247483725366771,1.73862333520267e-05,0.0200162061330915,0.0559228319393233
76,0.0355910529707921,0.00246369138237345,1.7286729948e-05,0.0199025425719805,0.0556476342653027
77,0.0354422286144781,0.00245338943136236,1.71948430619773e-05,0.0197975893615578,0.055393377232688
78,0.0353053532670477,0.00244391461716677,1.71104041809137e-05,0.019701151468244,0.0551596226650989
79,0.0351802060635002,0.00243525165102297,1.7033259903327e-05,0.019613051464537,0.0549459716453069
80,0.0350665868395068,0.00242738667711354,1.69632712912279e-05,0.0195331287505187,0.0547520628422507
81,0.0349643153329253,0.00242030721729441,1.69003132910831e-05,0.0194612388581894,0.0545775710148013
82,0.0348732304729442,0.00241400212188787,1.68442742191283e-05,0.0193972528330341,0.0544222056806147
83,0.0347931897515449,0.00240846152617377,1.67950553069286e-05,0.0193410566879236,0.0542857099398501
84,0.0347240686726502,0.00240367681225836,1.67525703036176e-05,0.0192925509250802,0.0541678594448423
85,0.0346657602749475,0.0023996405760431,1.67167451317285e-05,0.0192516501224191,0.0540684615080139
86,0.0346181747249487,0.0023963465990553,1.66875175939773e-05,0.0192182825811073,0.0539873543414272
87,0.0345812389773844,0.00239378982493989,1.66648371287739e-05,0.0191923900316746,0.0539244064223974
88,0.0345548965005282,0.00239196634044579,1.66486646126183e-05,0.0191739273964758,0.0538795159805572
89,0.034539107064522,0.00239087336077326,1.66389722079084e-05,0.019162862606733,0.0538526106026681
90,0.0345338465912221,0.00239050921917996,1.66357432550266e-05,0.0191591764728058,0.0538436469523417
