Time,AggregateInterferenceDbm,IOverNDb,DominantSatelliteIndex,VisibleSatelliteCount,EligibleCandidateCount,CandidateSatelliteCount,EffectiveContributorCount,PracticalSelectedIOverNDb
01-Aug-2026 00:32:32,-172.868369186416,-65.4352794530807,0,26,26,26,10,-65.4352794530807
01-Aug-2026 00:32:34,-172.416648856791,-64.9835591234555,0,26,26,26,11,-64.9835591234555
01-Aug-2026 00:32:36,-174.099898631816,-66.666808898481,0,26,26,26,10,-66.666808898481
01-Aug-2026 00:32:38,-172.649001210947,-65.2159114776119,0,26,26,26,11,-65.2159114776119
01-Aug-2026 00:32:40,-172.477876900822,-65.0447871674864,0,26,26,26,11,-65.0447871674864
01-Aug-2026 00:32:42,-171.797091351657,-64.3640016183218,0,26,26,26,12,-64.3640016183218
01-Aug-2026 00:32:44,-161.45625118768,-54.0231614543443,0,26,26,26,13,-54.0231614543443
01-Aug-2026 00:32:46,-161.688632669639,-54.255542936304,0,26,26,26,14,-54.255542936304
01-Aug-2026 00:32:48,-156.070179077489,-48.6370893441536,0,26,26,26,13,-48.6370893441536
01-Aug-2026 00:32:50,-156.129937956996,-48.6968482236612,0,26,26,26,12,-48.6968482236612
01-Aug-2026 00:32:52,-156.305904880239,-48.8728151469041,0,26,26,26,11,-48.8728151469041
01-Aug-2026 00:32:54,-155.247772087367,-47.8146823540314,0,25,25,25,11,-47.8146823540314
01-Aug-2026 00:32:56,-155.217216350896,-47.7841266175604,0,25,25,25,11,-47.7841266175604
01-Aug-2026 00:32:58,-154.749668270798,-47.3165785374625,0,25,25,25,12,-47.3165785374625
01-Aug-2026 00:33:00,-154.438022170411,-47.0049324370761,0,25,25,25,13,-47.0049324370761
01-Aug-2026 00:33:02,-153.863197511046,-46.4301077777112,0,25,25,25,14,-46.4301077777112
01-Aug-2026 00:33:04,-154.007725760945,-46.57463602761,0,25,25,25,13,-46.57463602761
01-Aug-2026 00:33:06,-154.24794405452,-46.8148543211849,0,25,25,25,13,-46.8148543211849
01-Aug-2026 00:33:08,-153.869264176659,-46.4361744433233,0,25,25,25,14,-46.4361744433233
01-Aug-2026 00:33:10,-153.369046697109,-45.9359569637738,0,25,25,25,16,-45.9359569637738
01-Aug-2026 00:33:12,-151.021610830701,-43.5885210973657,0,25,25,25,16,-43.5885210973657
01-Aug-2026 00:33:14,-150.884497954379,-43.4514082210437,0,25,25,25,16,-43.4514082210437
01-Aug-2026 00:33:16,-150.70183169885,-43.2687419655151,0,25,25,25,16,-43.2687419655151
01-Aug-2026 00:33:18,-151.090642824437,-43.657553091102,0,25,25,25,15,-43.657553091102
01-Aug-2026 00:33:20,-151.486862743534,-44.0537730101989,0,25,25,25,15,-44.0537730101989
01-Aug-2026 00:33:22,-150.984826401066,-43.5517366677313,0,26,26,26,15,-43.5517366677313
01-Aug-2026 00:33:24,-151.419097584236,-43.9860078509004,0,26,26,26,15,-43.9860078509004
01-Aug-2026 00:33:26,-150.746698100579,-43.313608367244,0,26,26,26,14,-43.313608367244
01-Aug-2026 00:33:28,-150.677586157247,-43.2444964239119,0,26,26,26,14,-43.2444964239119
01-Aug-2026 00:33:30,-150.122648581059,-42.689558847724,0,27,27,27,13,-42.689558847724
01-Aug-2026 00:33:32,-150.021692881237,-42.5886031479018,0,27,27,27,14,-42.5886031479018
01-Aug-2026 00:33:34,-149.453460205227,-42.0203704718922,0,27,27,27,13,-42.0203704718922
01-Aug-2026 00:33:36,-149.132302315767,-41.699212582432,0,27,27,27,14,-41.699212582432
01-Aug-2026 00:33:38,-148.938854763772,-41.5057650304369,0,27,27,27,16,-41.5057650304369
01-Aug-2026 00:33:40,-148.795467206143,-41.3623774728075,0,27,27,27,17,-41.3623774728075
01-Aug-2026 00:33:42,-148.567817083501,-41.1347273501662,0,28,28,28,18,-41.1347273501662
01-Aug-2026 00:33:44,-148.301377351481,-40.8682876181456,0,28,28,28,18,-40.8682876181456
01-Aug-2026 00:33:46,-147.739032282729,-40.3059425493938,0,28,28,28,17,-40.3059425493938
01-Aug-2026 00:33:48,-147.521772991576,-40.0886832582406,0,29,29,29,15,-40.0886832582406
01-Aug-2026 00:33:50,-146.774461452814,-39.3413717194789,0,29,29,29,15,-39.3413717194789
01-Aug-2026 00:33:52,-146.40941362955,-38.9763238962146,0,29,29,29,14,-38.9763238962146
01-Aug-2026 00:33:54,-146.473846025792,-39.0407562924566,0,29,29,29,12,-39.0407562924566
01-Aug-2026 00:33:56,-146.35463231231,-38.9215425789745,0,29,29,29,11,-38.9215425789745
01-Aug-2026 00:33:58,-146.064861668927,-38.6317719355921,0,30,30,30,12,-38.6317719355921
01-Aug-2026 00:34:00,-145.90083641107,-38.4677466777349,0,30,30,30,14,-38.4677466777349
01-Aug-2026 00:34:02,-146.811160608544,-39.3780708752084,0,30,30,30,15,-39.3780708752084
01-Aug-2026 00:34:04,-145.96597262227,-38.5328828889352,0,30,30,30,16,-38.5328828889352
01-Aug-2026 00:34:06,-144.734338207459,-37.3012484741235,0,29,29,29,16,-37.3012484741235
01-Aug-2026 00:34:08,-144.269898524697,-36.8368087913618,0,29,29,29,15,-36.8368087913618
01-Aug-2026 00:34:10,-143.565058898788,-36.1319691654527,0,28,28,28,15,-36.1319691654527
01-Aug-2026 00:34:12,-142.796243703835,-35.3631539705002,0,28,28,28,17,-35.3631539705002
01-Aug-2026 00:34:14,-141.640094849225,-34.2070051158902,0,28,28,28,17,-34.2070051158902
01-Aug-2026 00:34:16,-158.284143217512,-50.8510534841764,0,28,28,28,17,-33.7313749184217
01-Aug-2026 00:34:18,-158.405307073406,-50.9722173400704,0,28,28,28,14,-50.9722173400704
01-Aug-2026 00:34:20,-159.479938683062,-52.0468489497272,0,29,29,29,13,-52.0468489497272
01-Aug-2026 00:34:22,-159.760186401786,-52.3270966684505,0,29,29,29,13,-52.3270966684505
01-Aug-2026 00:34:24,-159.764525579166,-52.3314358458309,0,29,29,29,12,-52.3314358458309
01-Aug-2026 00:34:26,-135.484192060419,-28.0511023270835,0,29,29,29,11,-28.0511023270835
01-Aug-2026 00:34:28,-133.102351838723,-25.6692621053881,0,29,29,29,11,-25.6692621053881
01-Aug-2026 00:34:30,-130.845901576786,-23.4128118434508,0,29,29,29,12,-23.4128118434508
01-Aug-2026 00:34:32,-160.893690449639,-53.4606007163041,0,28,28,28,11,-20.0269094787948
01-Aug-2026 00:34:34,-161.612725722998,-54.1796359896631,0,28,28,28,11,-54.1796359896631
01-Aug-2026 00:34:36,-161.985336054609,-54.5522463212738,0,28,28,28,12,-54.5522463212738
01-Aug-2026 00:34:38,-160.806256687093,-53.3731669537578,0,28,28,28,11,-53.3731669537578
01-Aug-2026 00:34:40,-161.069590158126,-53.6365004247909,0,27,27,27,11,-53.6365004247909
01-Aug-2026 00:34:42,-148.667429800261,-41.2343400669257,0,27,27,27,12,-41.2343400669257
01-Aug-2026 00:34:44,-148.971734580835,-41.5386448474998,0,27,27,27,11,-41.5386448474998
01-Aug-2026 00:34:46,-149.563526435195,-42.1304367018595,0,26,26,26,11,-42.1304367018595
01-Aug-2026 00:34:48,-150.169204966948,-42.7361152336129,0,26,26,26,11,-42.7361152336129
01-Aug-2026 00:34:50,-151.269996042446,-43.8369063091109,0,25,25,25,10,-43.8369063091109
01-Aug-2026 00:34:52,-150.608360540655,-43.1752708073194,0,25,25,25,12,-43.1752708073194
01-Aug-2026 00:34:54,-151.008454238975,-43.5753645056396,0,25,25,25,12,-43.5753645056396
01-Aug-2026 00:34:56,-151.373140173798,-43.9400504404627,0,25,25,25,12,-43.9400504404627
01-Aug-2026 00:34:58,-151.827695018765,-44.3946052854299,0,25,25,25,12,-44.3946052854299
01-Aug-2026 00:35:00,-152.296860501973,-44.8637707686383,0,25,25,25,12,-44.8637707686383
01-Aug-2026 00:35:02,-152.872593947088,-45.4395042137531,0,25,25,25,12,-45.4395042137531
01-Aug-2026 00:35:04,-152.739181135132,-45.3060914017969,0,25,25,25,11,-45.3060914017969
01-Aug-2026 00:35:06,-153.095724771704,-45.662635038369,0,25,25,25,11,-45.662635038369
01-Aug-2026 00:35:08,-152.824937299651,-45.391847566316,0,25,25,25,10,-45.391847566316
01-Aug-2026 00:35:10,-152.062242110688,-44.6291523773527,0,25,25,25,10,-44.6291523773527
01-Aug-2026 00:35:12,-152.177948111944,-44.7448583786089,0,25,25,25,10,-44.7448583786089
01-Aug-2026 00:35:14,-151.676845246955,-44.24375551362,0,25,25,25,11,-44.24375551362
01-Aug-2026 00:35:16,-151.352804292231,-43.9197145588955,0,25,25,25,11,-43.9197145588955
01-Aug-2026 00:35:18,-154.525688264375,-47.0925985310401,0,25,25,25,11,-47.0925985310401
01-Aug-2026 00:35:20,-154.418775985842,-46.985686252507,0,25,25,25,11,-46.985686252507
01-Aug-2026 00:35:22,-154.731162905233,-47.2980731718982,0,25,25,25,11,-47.2980731718982
01-Aug-2026 00:35:24,-154.531470539902,-47.0983808065673,0,25,25,25,11,-47.0983808065673
01-Aug-2026 00:35:26,-154.461480086698,-47.028390353363,0,25,25,25,11,-47.028390353363
01-Aug-2026 00:35:28,-154.692783773867,-47.2596940405321,0,25,25,25,9,-47.2596940405321
01-Aug-2026 00:35:30,-154.818329519405,-47.3852397860698,0,25,25,25,10,-47.3852397860698
01-Aug-2026 00:35:32,-152.243790653797,-44.8107009204617,0,25,25,25,11,-44.8107009204617
01-Aug-2026 00:35:34,-155.074193895169,-47.6411041618335,0,25,25,25,12,-47.6411041618335
01-Aug-2026 00:35:36,-155.494813117152,-48.061723383817,0,25,25,25,11,-48.061723383817
01-Aug-2026 00:35:38,-155.698325982925,-48.2652362495896,0,25,25,25,11,-48.2652362495896
01-Aug-2026 00:35:40,-155.479427491389,-48.0463377580534,0,25,25,25,11,-48.0463377580534
01-Aug-2026 00:35:42,-154.814326642626,-47.3812369092909,0,25,25,25,12,-47.3812369092909
01-Aug-2026 00:35:44,-156.262140521014,-48.829050787679,0,25,25,25,13,-48.829050787679
01-Aug-2026 00:35:46,-156.174483218928,-48.7413934855932,0,25,25,25,11,-48.7413934855932
01-Aug-2026 00:35:48,-155.985606351904,-48.5525166185685,0,25,25,25,12,-48.5525166185685
01-Aug-2026 00:35:50,-155.978576316198,-48.5454865828628,0,25,25,25,12,-48.5454865828628
01-Aug-2026 00:35:52,-155.789707664132,-48.3566179307968,0,26,26,26,13,-48.3566179307968
01-Aug-2026 00:35:54,-157.850824052574,-50.417734319239,0,26,26,26,12,-50.417734319239
01-Aug-2026 00:35:56,-158.100963037883,-50.6678733045482,0,27,27,27,14,-50.6678733045482
01-Aug-2026 00:35:58,-157.802317363519,-50.3692276301837,0,27,27,27,15,-50.3692276301837
01-Aug-2026 00:36:00,-157.93878292663,-50.5056931932945,0,27,27,27,16,-50.5056931932945
01-Aug-2026 00:36:02,-158.510286530887,-51.077196797552,0,27,27,27,15,-51.077196797552
01-Aug-2026 00:36:04,-159.391616520953,-51.9585267876178,0,27,27,27,13,-51.9585267876178
01-Aug-2026 00:36:06,-159.349881392062,-51.9167916587268,0,26,26,26,12,-51.9167916587268
01-Aug-2026 00:36:08,-158.961841497107,-51.5287517637716,0,25,25,25,11,-51.5287517637716
01-Aug-2026 00:36:10,-164.586561572939,-57.1534718396034,0,25,25,25,12,-57.1534718396034
01-Aug-2026 00:36:12,-171.192619165972,-63.7595294326365,0,26,26,26,10,-63.7595294326365
01-Aug-2026 00:36:14,-164.467629351237,-57.0345396179017,0,26,26,26,13,-57.0345396179017
01-Aug-2026 00:36:16,-164.419214648402,-56.9861249150665,0,26,26,26,12,-56.9861249150665
01-Aug-2026 00:36:18,-164.601670242862,-57.1685805095272,0,26,26,26,12,-57.1685805095272
01-Aug-2026 00:36:20,-164.67371734163,-57.2406276082945,0,26,26,26,12,-57.2406276082945
01-Aug-2026 00:36:22,-164.680312762108,-57.2472230287732,0,26,26,26,11,-57.2472230287732
01-Aug-2026 00:36:24,-164.522120680067,-57.0890309467322,0,27,27,27,12,-57.0890309467322
01-Aug-2026 00:36:26,-161.069895338639,-53.6368056053034,0,27,27,27,10,-53.6368056053034
01-Aug-2026 00:36:28,-161.365561595778,-53.9324718624428,0,26,26,26,11,-53.9324718624428
01-Aug-2026 00:36:30,-171.513104635205,-64.0800149018703,0,26,26,26,10,-64.0800149018703
01-Aug-2026 00:36:32,-171.814962023707,-64.3818722903723,0,26,26,26,8,-64.3818722903723
01-Aug-2026 00:36:34,-171.839173831466,-64.4060840981303,0,26,26,26,8,-64.4060840981303
01-Aug-2026 00:36:36,-153.670984397443,-46.2378946641076,0,26,26,26,9,-46.2378946641076
01-Aug-2026 00:36:38,-153.551922782964,-46.1188330496286,0,26,26,26,9,-46.1188330496286
01-Aug-2026 00:36:40,-153.837306553697,-46.4042168203619,0,26,26,26,8,-46.4042168203619
01-Aug-2026 00:36:42,-153.390881583948,-45.957791850613,0,26,26,26,7,-45.957791850613
01-Aug-2026 00:36:44,-152.953873178691,-45.5207834453562,0,26,26,26,6,-45.5207834453562
01-Aug-2026 00:36:46,-153.302507367206,-45.8694176338705,0,26,26,26,7,-45.8694176338705
01-Aug-2026 00:36:48,-153.608769976339,-46.1756802430041,0,26,26,26,8,-46.1756802430041
01-Aug-2026 00:36:50,-153.031974950941,-45.5988852176056,0,26,26,26,9,-45.5988852176056
01-Aug-2026 00:36:52,-153.110256890117,-45.6771671567814,0,26,26,26,12,-45.6771671567814
01-Aug-2026 00:36:54,-152.896429023863,-45.4633392905275,0,25,25,25,11,-45.4633392905275
01-Aug-2026 00:36:56,-153.071179378463,-45.638089645128,0,25,25,25,11,-45.638089645128
01-Aug-2026 00:36:58,-152.665112003094,-45.2320222697587,0,25,25,25,10,-45.2320222697587
01-Aug-2026 00:37:00,-152.712891883343,-45.2798021500079,0,25,25,25,9,-45.2798021500079
01-Aug-2026 00:37:02,-152.253656396932,-44.8205666635972,0,25,25,25,11,-44.8205666635972
01-Aug-2026 00:37:04,-152.225946792023,-44.792857058688,0,26,26,26,10,-44.792857058688
