OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
34,3.5,0.0833101916134407,99.9166898083866,-6.88317374897341,0.29541352079292,4.83088591965427,0.0717730178311091,1
