OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
39,2,0.0833101916134407,99.9166898083866,-7.44441458973376,-0.603829118412079,21.4151273745951,0.11754068716094,1
