OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
41.5,8,0.0833101916134407,99.9166898083866,-6.60719880073385,3.0605609023539,28.1021474172954,1.04468949506674,1
