ModelVersion,SiteId,Site,Satellite,LatitudeDeg,LongitudeDeg,BoresightLongitudeDeg,BoresightElevationDeg,ReceiverDiameterM,ReceiverNoiseTemperatureK,FarAngleReceiveGainDbi,GeographicZaRadiusKm,OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible,StrictOuterAngleDeg,StrictInnerAngleDeg,StrictWorstExceedancePercent,StrictMaximumIOverNDb,StrictFeasible
1.0.0,sioux_falls_sd_goes_west,"Sioux Falls, SD",GOES West,43.7351,-96.6255,-137,25.6975310709391,4.5,120,-27,50,41.5,8,0.0833101916134407,99.9166898083866,-6.60719880073385,3.0605609023539,28.1021474172954,1.04468949506674,1,47.5,13.5,0,-6.87137491042201,1
