OuterAngleDeg,InnerAngleDeg,WorstExceedancePercent,RobustExceedancePercent,MedianExceedancePercent,MaximumIOverNDb,P95IOverNDb,PracticalPercentileIOverNDb,RobustAvailabilityPercent,RetaskDutyPercent,ShutdownDutyPercent,Feasible,PracticalFeasible,Score,SearchStage
0,0,3.49902804776451,3.49902804776451,2.74923632324354,17.029352894684,-9.06849268535714,13.309684160669,96.5009719522355,0,0,0,0,0,coarse
0.5,0,3.49902804776451,3.49902804776451,2.74923632324354,17.029352894684,-9.06849268535714,13.309684160669,96.5009719522355,0.0142942227516379,0,0,0,0.5,coarse
0.5,0.5,3.41571785615107,3.41571785615107,2.69369619550125,17.029352894684,-9.17778156331854,13.309684160669,96.5842821438489,0,0.0142942227516379,0,0,1,coarse
1,0,3.49902804776451,3.49902804776451,2.74923632324354,17.029352894684,-9.06849268535714,13.309684160669,96.5009719522355,0.0487521764364481,0,0,0,1,coarse
1,0.5,3.41571785615107,3.41571785615107,2.69369619550125,17.029352894684,-9.17778156331854,13.309684160669,96.5842821438489,0.0371445153801509,0.0142942227516379,0,0,1.5,coarse
1,1,3.19355734518189,3.19355734518189,2.63815606775896,17.029352894684,-9.44919182912966,13.309684160669,96.8064426548181,0,0.0487521764364481,0,0,2,coarse
2,0,3.49902804776451,3.49902804776451,2.74923632324354,17.029352894684,-9.06849268535714,13.309684160669,96.5009719522355,0.111433546140453,0,0,0,2,coarse
2,0.5,3.41571785615107,3.41571785615107,2.69369619550125,17.029352894684,-9.17778156331854,13.309684160669,96.5842821438489,0.0998258850841555,0.0142942227516379,0,0,2.5,coarse
2,1,3.19355734518189,3.19355734518189,2.63815606775896,17.029352894684,-9.44919182912966,13.309684160669,96.8064426548181,0.0690887432995831,0.0487521764364481,0,0,3,coarse
2,2,3.1380172174396,3.1380172174396,2.47153568453207,17.029352894684,-9.59127115246269,13.309684160669,96.8619827825604,0,0.111433546140453,0,0,4,coarse
3,0,3.52679811163566,3.52679811163566,2.74923632324354,17.029352894684,-9.06849268535714,13.309684160669,96.4732018883643,0.227510156703424,0,0,0,3,coarse
3,0.5,3.44348792002222,3.44348792002222,2.69369619550125,17.029352894684,-9.17778156331854,13.309684160669,96.5565120799778,0.215902495647127,0.0142942227516379,0,0,3.5,coarse
3,1,3.22132740905304,3.22132740905304,2.63815606775896,17.029352894684,-9.44919182912966,13.309684160669,96.778672590947,0.178757980266976,0.0487521764364481,0,0,4,coarse
3,2,3.1380172174396,3.1380172174396,2.48542071646765,17.029352894684,-9.59127115246269,13.309684160669,96.8619827825604,0.116076610562972,0.111433546140453,0,0,5,coarse
3,3,3.1380172174396,3.1380172174396,2.37434046098306,17.029352894684,-10.026403959262,13.309684160669,96.8619827825604,0,0.227510156703424,0,0,6,coarse
5,0,3.5545681755068,3.5545681755068,2.76312135517912,17.029352894684,-9.06849268535714,13.309684160669,96.4454318244932,0.524666279744631,0,0,0,5,coarse
5,0.5,3.47125798389336,3.47125798389336,2.70758122743682,17.029352894684,-9.17778156331854,13.309684160669,96.5287420161066,0.513058618688334,0.0142942227516379,0,0,5.5,coarse
5,1,3.24909747292419,3.24909747292419,2.65204109969453,17.029352894684,-9.44919182912966,13.309684160669,96.7509025270758,0.475914103308183,0.0487521764364481,0,0,6,coarse
5,2,3.1380172174396,3.1380172174396,2.51319078033879,17.029352894684,-9.59127115246269,13.309684160669,96.8619827825604,0.413232733604179,0.111433546140453,0,0,7,coarse
