OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
40.5,1,0.0833101916134407,99.9166898083866,-7.84601674967619,2.55365437487312,10.9719710669078,0.010942834631883,1
