ModelVersion,SiteId,Site,Satellite,LatitudeDeg,LongitudeDeg,BoresightLongitudeDeg,BoresightElevationDeg,ReceiverDiameterM,ReceiverNoiseTemperatureK,FarAngleReceiveGainDbi,GeographicZaRadiusKm,OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible,StrictOuterAngleDeg,StrictInnerAngleDeg,StrictWorstExceedancePercent,StrictMaximumIOverNDb,StrictFeasible
1.0.0,fairmont_wv_goes_east,"Fairmont, WV",GOES East,39.4336,-80.1928,-75.2,44.2809114424822,4.5,120,-27,30,40.5,1,0.0833101916134407,99.9166898083866,-7.84601674967619,2.55365437487312,10.9719710669078,0.010942834631883,1,42,1.5,0,-7.82430041459857,1
