OuterAngleDeg,InnerAngleDeg,RobustExceedancePercent,RobustAvailabilityPercent,Percentile99p9IOverNDb,MaximumIOverNDb,RetaskDutyPercent,ShutdownDutyPercent,Feasible
46,5,0.0833101916134407,99.9166898083866,-6.14389898759804,3.39414983483039,15.5013281707262,0.136771745604553,1
